"taxon_level","location","prevalence","is_core","taxon_name"
"Class","MIH1",0.154,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","MNH1",0.508,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","MOH1",0.286,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","NCH1",0.125,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","NEH1",0.156,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","NEH2",0,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","NYH2",0.2,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","NYH3",0.167,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","OHH1",0,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","SCH1",0.105,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","DEH1",0.981,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","GAH2",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","IAH2",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","IAH4",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","INH1",0.864,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","MIH1",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","MNH1",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","MOH1",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","NCH1",0.688,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","NEH1",0.906,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","NEH2",0.938,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","NYH2",0.933,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","NYH3",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","OHH1",0.944,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","SCH1",1,TRUE,"d__Bacteria; p__Bacteroidota; c__Bacteroidia"
"Class","DEH1",0.722,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","GAH2",0.089,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","IAH2",0.889,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","IAH4",0.533,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","INH1",0.5,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","MIH1",0.154,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","MNH1",0.662,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","MOH1",0.214,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","NCH1",0.917,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","NEH1",0.969,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","NEH2",0.875,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","NYH2",0.467,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","NYH3",0.667,TRUE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","OHH1",0.389,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
"Class","SCH1",0.342,FALSE,"d__Bacteria; p__Chloroflexi; c__Anaerolineae"
